user_id,items_count,money_spent,total_recommend,recommend_percent
76561198049228608,114,1448.1,0.0,0.0
76561198049229739,23,246.79999999999998,0.0,0.0
76561198049230116,8,69.96,0.0,0.0
SJGordan,48,706.36,1.0,2.08
76561198049232670,39,386.77,0.0,0.0
devoltion,32,174.89,1.0,3.12
RIGHTFROMYOASS,21,164.9,0.0,0.0
76561198049245700,50,499.75,0.0,0.0
76561198049253587,1,19.99,0.0,0.0
76561198049254993,59,1027.5,0.0,0.0
Milzy_tpt,14,114.92,0.0,0.0
76561198049268363,3,34.98,0.0,0.0
76561198049281951,23,34.96,0.0,0.0
76561198049282840,129,1153.89,0.0,0.0
76561198049282946,124,1398.01,0.0,0.0
_jarl_,20,231.85,0.0,0.0
76561198049284504,69,168.85,0.0,0.0
76561198049286974,39,305.71,0.0,0.0
76561198049287082,46,662.62,0.0,0.0
76561198049287674,10,139.92,0.0,0.0
76561198049288990,25,443.81,0.0,0.0
jwballison,6,67.96,0.0,0.0
alina871,4,44.97,0.0,0.0
krizaya,17,34.97,1.0,5.88
76561198049318927,2,0.0,0.0,0.0
76561198049319161,7,89.95,0.0,0.0
baterypower,1,0.0,0.0,0.0
76561198049320969,68,725.5,1.0,1.47
sikkentm98,57,610.63,0.0,0.0
76561198049322372,93,639.26,2.0,2.15
phetdekde,58,547.5799999999999,1.0,1.72
voidex_AU,6,34.98,0.0,0.0
soadyer,65,600.58,1.0,1.54
76561198049339370,6,69.96,0.0,0.0
76561198049341530,16,29.98,0.0,0.0
76561198049342500,28,137.88,0.0,0.0
76561198049345182,41,440.48,0.0,0.0
76561198049371153,1,0.0,0.0,0.0
maluspeior,48,435.63,0.0,0.0
76561198049372023,53,671.63,0.0,0.0
76561198049372377,31,264.81,0.0,0.0
jakeybabe,65,573.43,4.0,6.15
76561198049373345,78,708.56,1.0,1.28
76561198049374363,33,330.72,0.0,0.0
dokeeffe58,29,188.77,0.0,0.0
76561198049382078,18,49.96,0.0,0.0
76561198049384405,98,769.43,0.0,0.0
76561198049387178,3,29.97,0.0,0.0
76561198049388162,7,64.96000000000001,0.0,0.0
76561198049390920,220,2831.32,0.0,0.0
76561198049392308,9,44.97,0.0,0.0
76561198049400625,65,480.7,0.0,0.0
fuckenkevin,117,1473.2,2.0,1.71
cybersmash,62,412.55,4.0,6.45
76561198049420571,24,314.82,0.0,0.0
76561198049420867,26,74.96,0.0,0.0
76561198049427761,32,315.76,4.0,12.5
76561198049429171,16,59.970000000000006,0.0,0.0
sam111,63,706.52,0.0,0.0
76561198049432269,1,0.0,0.0,0.0
76561198049433313,24,292.8,0.0,0.0
chiraag,1,0.0,0.0,0.0
76561198049435064,3,0.0,0.0,0.0
76561198049435328,3,4.99,0.0,0.0
76561198049436081,29,159.91,0.0,0.0
76561198049436438,46,367.63,0.0,0.0
FunkyMrGhost,35,426.75,0.0,0.0
76561198049442465,20,314.89,0.0,0.0
76561198049442917,1,0.0,0.0,0.0
76561198049443603,35,622.73,0.0,0.0
cheesesandvich64,64,712.45,1.0,1.56
76561198049447285,5,0.0,0.0,0.0
hyperwes,37,463.71999999999997,5.0,13.51
MinigunBeast,8,50.94,0.0,0.0
76561198049453568,5,29.98,0.0,0.0
jas8621,26,322.58,0.0,0.0
76561198049499068,28,394.81,0.0,0.0
76561198049500058,5,24.98,0.0,0.0
SuperScoops_,86,971.14,1.0,1.16
76561198049512976,72,698.61,0.0,0.0
76561198049513136,46,509.67999999999995,0.0,0.0
76561198049514184,85,866.51,0.0,0.0
38189307,20,178.83,0.0,0.0
76561198049519948,5,19.99,0.0,0.0
76561198049521478,31,287.8,2.0,6.45
76561198049522721,15,119.91,0.0,0.0
76561198049525683,47,509.39,0.0,0.0
76561198049527890,2,19.98,0.0,0.0
76561198049529063,6,64.96000000000001,0.0,0.0
76561198049546979,10,54.97,0.0,0.0
oshioki,18,84.94999999999999,0.0,0.0
76561198049550973,4,29.979999999999997,0.0,0.0
76561198049555951,8,89.94999999999999,0.0,0.0
Gidsquid,44,370.63,1.0,2.27
WiseBaldOne,184,2025.45,0.0,0.0
76561198049558661,25,367.83,0.0,0.0
76561198049558719,1,19.99,0.0,0.0
76561198049560535,25,149.88,0.0,0.0
76561198049562510,10,229.93,0.0,0.0
1800FkMyVajj,7,14.99,0.0,0.0
76561198049564207,4,0.0,0.0,0.0
BR4D_ZERO,39,431.69,0.0,0.0
tetsuoblivio,10,9.99,0.0,0.0
grugster1,12,137.9,0.0,0.0
76561198049567611,38,465.68,0.0,0.0
76561198049569080,1,29.99,0.0,0.0
DeviouslyDeviant,34,484.77,1.0,2.94
herpinoderp,38,425.71,0.0,0.0
76561198049573884,11,144.91,0.0,0.0
fumingorilla7,7,9.99,0.0,0.0
76561198049577774,16,64.96,0.0,0.0
76561198049578952,106,1574.6,2.0,1.89
76561198049579456,29,155.86,0.0,0.0
76561198049583230,41,512.71,0.0,0.0
ReviloTheNoob,23,179.87,0.0,0.0
2608739,5,24.98,2.0,40.0
dwyn190,162,2126.5699999999997,0.0,0.0
76561198049600061,25,234.88,0.0,0.0
oeed,43,664.67,0.0,0.0
reubsicles,8,94.94999999999999,0.0,0.0
76561198049605085,35,164.88,0.0,0.0
76561198049605469,13,74.93,0.0,0.0
godofburrito,30,314.8,0.0,0.0
bobbysmith,1,4.99,0.0,0.0
76561198049606449,6,54.97,0.0,0.0
Marsters123,103,1190.1499999999999,0.0,0.0
LeftArmTogether,7,34.96,0.0,0.0
76561198049616599,6,79.96,0.0,0.0
76561198049618242,46,597.64,0.0,0.0
76561198049619425,18,94.94,0.0,0.0
76561198049621000,80,903.26,0.0,0.0
76561198049621040,148,1565.86,0.0,0.0
76561198049621824,10,94.96,0.0,0.0
76561198049623576,53,322.78,1.0,1.89
lurcdabest,35,47.95,0.0,0.0
76561198049639182,24,271.83,0.0,0.0
76561198049642295,5,14.99,0.0,0.0
76561198049644013,2,19.99,0.0,0.0
76561198049648415,208,2690.42,0.0,0.0
76561198049648457,7,54.96,0.0,0.0
76561198049649087,12,9.99,0.0,0.0
somethingrandomhere,11,199.9,0.0,0.0
kalemc240,40,368.83,0.0,0.0
singas95,8,69.94999999999999,0.0,0.0
76561198049658967,13,139.91,0.0,0.0
seiuchi,61,493.63,2.0,3.28
76561198049662892,110,828.91,1.0,0.91
76561198049664996,4,19.99,0.0,0.0
76561198049665282,68,555.66,1.0,1.47
76561198049666047,47,375.6,1.0,2.13
76561198049669102,20,189.86,0.0,0.0
LinarCheungy,40,444.82,0.0,0.0
76561198049669954,102,1153.23,0.0,0.0
76561198049671764,42,444.64,0.0,0.0
76561198049675794,42,411.75,0.0,0.0
76561198049685127,75,533.59,2.0,2.67
76561198049688305,1,9.99,0.0,0.0
76561198049694085,136,1915.32,0.0,0.0
76561198049694191,2,14.99,0.0,0.0
76561198049694303,193,2650.2799999999997,0.0,0.0
23434454365463446754546576e45646,99,756.4499999999999,2.0,2.02
Hard-assReads,4,29.98,0.0,0.0
76561198049699936,2,4.99,0.0,0.0
76561198049703704,55,545.67,0.0,0.0
76561198049708464,29,279.84,0.0,0.0
backburningpyro,103,1214.06,0.0,0.0
76561198049709492,11,69.96,1.0,9.09
76561198049711700,14,190.88,0.0,0.0
begmedolan,11,42.97,0.0,0.0
scottysbullet,47,548.64,0.0,0.0
LethalOkami,188,2096.41,0.0,0.0
45979,3,0.0,0.0,0.0
76561198049747265,8,44.97,0.0,0.0
76561198049751052,5,69.97,0.0,0.0
76561198049752064,371,4524.8,2.0,0.54
76561198049758121,74,818.54,0.0,0.0
76561198049760338,34,318.83,0.0,0.0
76561198049765120,91,867.26,0.0,0.0
Venomist,84,432.75,0.0,0.0
Rickson123,184,641.27,3.0,1.63
James_2711,27,284.87,1.0,3.7
agsfgdikmcfhjcttz,62,623.59,1.0,1.61
Jaydunn,10,199.92000000000002,0.0,0.0
jaydanred,62,281.62,2.0,3.23
Docmadhouse,104,1058.36,0.0,0.0
76561198049795855,216,2559.44,0.0,0.0
76561198049795984,5,25.97,0.0,0.0
Camanth_Gaming,51,400.74,0.0,0.0
76561198049800444,16,17.92,0.0,0.0
76561198049801034,10,9.99,0.0,0.0
76561198049801734,22,354.89,0.0,0.0
76561198049801990,15,74.95,0.0,0.0
76561198049802098,8,189.96,0.0,0.0
lalaki00,192,2125.45,0.0,0.0
76561198049802586,15,134.91,0.0,0.0
76561198049803238,61,809.54,0.0,0.0
jaydenb,16,127.93,0.0,0.0
R4TGOD,49,828.62,1.0,2.04
76561198049804964,80,664.65,0.0,0.0
ashcanoy,114,1253.2,1.0,0.88
76561198049805089,1,4.99,0.0,0.0
76561198049805620,40,392.74,0.0,0.0
76561198049807772,74,827.46,0.0,0.0
76561198049809151,6,4.99,0.0,0.0
76561198049810430,2,0.0,0.0,0.0
76561198049813970,197,2325.64,1.0,0.51
76561198049816460,37,329.82,0.0,0.0
76561198049833899,2,0.0,0.0,0.0
76561198049841930,36,324.82,0.0,0.0
hezticles,168,1609.73,0.0,0.0
76561198049843263,13,79.97,0.0,0.0
Nvidia1999,43,517.7,1.0,2.33
76561198049849107,56,537.71,0.0,0.0
76561198049849616,9,74.93,0.0,0.0
76561198049852079,65,946.23,0.0,0.0
tontern,6,24.98,0.0,0.0
76561198049860228,127,609.63,0.0,0.0
76561198049862105,4,59.97,0.0,0.0
db82,101,949.3399999999999,0.0,0.0
TheMidgetNinja,108,1310.1399999999999,1.0,0.93
mrcake557,108,1306.04,0.0,0.0
lefunnymememan,89,1030.42,1.0,1.12
76561198049901839,9,19.98,0.0,0.0
76561198049903301,2,19.99,0.0,0.0
76561198049905151,1,9.99,0.0,0.0
76561198049906051,1,0.0,0.0,0.0
76561198049906793,20,300.82,0.0,0.0
Ranks,3,19.99,0.0,0.0
76561198049909092,29,154.9,0.0,0.0
llewi38,231,2474.22,1.0,0.43
76561198049910018,10,39.98,0.0,0.0
76561198049910881,16,147.87,0.0,0.0
0102705195,3,0.0,0.0,0.0
76561198049915294,200,2298.61,0.0,0.0
Tokky4Dylan,8,74.94,0.0,0.0
76561198049918192,1,19.99,0.0,0.0
nifador,6,24.98,0.0,0.0
76561198049923478,1,19.99,0.0,0.0
bhSBM,46,27.97,3.0,6.52
buttterisgud,57,450.71999999999997,0.0,0.0
76561198049927042,130,1576.72,4.0,3.08
evulove,10,104.95,0.0,0.0
76561198049944063,8,59.99,0.0,0.0
76561198049949627,16,69.97,0.0,0.0
76561198049951905,38,534.67,1.0,2.63
76561198049951939,27,394.86,0.0,0.0
FakeTaxiServicesAU,58,333.81,0.0,0.0
76561198049953971,2,14.99,0.0,0.0
76561198049955757,2,19.99,0.0,0.0
76561198049956089,50,501.69,0.0,0.0
Zoombacronic,94,748.35,3.0,3.19
76561198049962044,15,89.97,0.0,0.0
76561198049963283,4,0.0,0.0,0.0
DarylxD,15,0.0,1.0,6.67
76561198049965484,95,1207.26,0.0,0.0
76561198049966210,146,1849.8799999999999,0.0,0.0
76561198049966344,30,305.78,1.0,3.33
nodotsallowed,99,968.28,1.0,1.01
76561198049969134,9,14.99,0.0,0.0
OnionCum,85,754.48,0.0,0.0
76561198049969392,25,449.78000000000003,0.0,0.0
76561198049969944,24,329.81,0.0,0.0
Yosche,140,1469.11,2.0,1.43
joeynn,46,501.51,1.0,2.17
76561198049974570,1,14.99,0.0,0.0
76561198049976634,23,269.88,0.0,0.0
swipesword,98,1360.27,0.0,0.0
jqinnewsteam,205,2900.05,0.0,0.0
panda_annie,22,314.88,0.0,0.0
76561198050002045,1,9.99,0.0,0.0
finaldaarte,7,0.0,0.0,0.0
ghmheld,23,99.91999999999999,0.0,0.0
colinjetlichen,6,34.98,0.0,0.0
76561198050009700,8,112.94,0.0,0.0
76561198050010300,75,878.35,0.0,0.0
76561198050011140,21,79.94,0.0,0.0
76561198050011724,1,19.99,0.0,0.0
KevenIsagaycunt,154,1904.71,2.0,1.3
76561198050012972,33,448.75,1.0,3.03
76561198050024882,35,464.75,0.0,0.0
76561198050025662,10,44.97,0.0,0.0
76561198050030379,22,294.84,0.0,0.0
Snailx3,50,451.74,0.0,0.0
76561198050037643,35,517.74,0.0,0.0
76561198050039893,73,944.49,0.0,0.0
76561198050040975,12,129.91,0.0,0.0
76561198050042693,4,39.97,0.0,0.0
76561198050043059,12,189.91,0.0,0.0
76561198050043257,66,667.64,2.0,3.03
76561198050043913,5,49.97,0.0,0.0
76561198050045403,56,593.69,1.0,1.79
76561198050046217,24,408.15999999999997,0.0,0.0
76561198050048024,6,29.979999999999997,0.0,0.0
76561198050049129,1,0.0,0.0,0.0
76561198050053574,40,450.77,0.0,0.0
lemanoman,114,1444.85,0.0,0.0
76561198050055248,2,0.0,0.0,0.0
76561198050055633,73,1053.3899999999999,0.0,0.0
76561198050055765,33,165.84,0.0,0.0
76561198050058130,37,380.55,0.0,0.0
munz2011,139,1666.9099999999999,1.0,0.72
ChilliFrogs,8,79.95,0.0,0.0
76561198050090979,101,1403.01,0.0,0.0
76561198050092222,7,44.96,0.0,0.0
76561198050093893,19,329.85,0.0,0.0
76561198050096821,1,19.99,0.0,0.0
76561198050097539,7,64.95,0.0,0.0
76561198050099334,46,542.67,0.0,0.0
76561198050100696,5,39.98,0.0,0.0
76561198050100837,11,104.92999999999999,0.0,0.0
76561198050103324,25,258.84,0.0,0.0
zhaniel,22,254.85,0.0,0.0
CrankyCunt,118,816.41,1.0,0.85
Bruiki,61,859.53,0.0,0.0
76561198050114816,18,53.96,0.0,0.0
333hab,234,2440.2799999999997,1.0,0.43
76561198050116324,17,169.87,0.0,0.0
76561198050116752,13,109.91999999999999,0.0,0.0
Fergdaddy,12,159.9,0.0,0.0
44925952,10,79.94,0.0,0.0
76561198050124372,3,39.98,0.0,0.0
76561198050143930,33,223.85,0.0,0.0
leocardoso94,18,235.87,0.0,0.0
swagmasteryoloswag,103,1180.35,0.0,0.0
76561198050156029,8,169.95,1.0,12.5
76561198050157362,5,59.97,0.0,0.0
RyuichiRyuu,94,464.71,5.0,5.32
76561198050158753,48,739.62,3.0,6.25
76561198050159939,71,738.54,0.0,0.0
76561198050163155,21,229.82999999999998,0.0,0.0
Fonzatrademark,82,735.43,1.0,1.22
76561198050165874,2,19.99,0.0,0.0
LilSwaggerGnIgga,15,159.91,0.0,0.0
76561198050167734,17,199.85,0.0,0.0
76561198050169450,9,0.0,0.0,0.0
whiteside88,25,455.78,0.0,0.0
76561198050172912,6,34.980000000000004,0.0,0.0
Qu1dPr0Qu0,34,352.71999999999997,0.0,0.0
76561198050175400,64,664.6,2.0,3.12
76561198050175812,1,0.0,0.0,0.0
76561198050176200,9,56.95,0.0,0.0
76561198050176865,2,9.99,0.0,0.0
76561198050177438,36,234.82,0.0,0.0
76561198050177904,6,39.97,0.0,0.0
76561198050183548,26,414.79999999999995,1.0,3.85
76561198050184954,33,252.85,0.0,0.0
76561198050190128,26,99.94,0.0,0.0
76561198050194348,7,0.0,0.0,0.0
76561198050194452,25,149.94,0.0,0.0
paperwind3,8,0.0,0.0,0.0
76561198050197186,30,399.83,1.0,3.33
76561198050200087,39,199.89,0.0,0.0
76561198050200124,157,1311.28,0.0,0.0
iknoweverything,7,54.96,0.0,0.0
illbeans,107,1552.19,4.0,3.74
76561198050212982,65,690.65,0.0,0.0
76561198050215561,49,551.63,0.0,0.0
zzzmidmiss,69,453.66999999999996,0.0,0.0
76561198050230913,6,69.96,0.0,0.0
sophea,71,665.53,1.0,1.41
76561198050232907,3,15.98,0.0,0.0
76561198050234069,3,49.97,0.0,0.0
76561198050235011,103,1233.18,0.0,0.0
76561198050235459,22,223.82,0.0,0.0
76561198050236149,13,122.92999999999999,0.0,0.0
76561198050236499,134,623.11,0.0,0.0
76561198050236977,57,672.68,1.0,1.75
76561198050237017,13,117.92,0.0,0.0
76561198050237357,183,2234.2799999999997,0.0,0.0
TinyteddyKiller,1,9.99,0.0,0.0
76561198050242155,15,157.89000000000001,3.0,20.0
76561198050242181,30,330.78,0.0,0.0
nickpower3,3,19.99,0.0,0.0
76561198050244586,101,1254.1399999999999,0.0,0.0
76561198050245086,86,1096.36,0.0,0.0
76561198050245362,46,264.84,0.0,0.0
FurnitureGerbil,158,1665.01,5.0,3.16
joshuafollent,43,415.76,0.0,0.0
76561198050250639,143,989.9,0.0,0.0
LLS00SLL,6,39.97,0.0,0.0
76561198050251472,37,454.78,1.0,2.7
76561198050253486,3,19.98,0.0,0.0
76561198050263474,23,319.84999999999997,0.0,0.0
76561198050280782,11,9.99,0.0,0.0
76561198050288757,78,470.69,0.0,0.0
roger1999jr,9,0.0,0.0,0.0
AzTonish,121,1371.19,3.0,2.48
76561198050301636,5,0.0,0.0,0.0
rangertc2,2,29.979999999999997,0.0,0.0
76561198050303869,23,234.82999999999998,0.0,0.0
76561198050306127,5,29.979999999999997,0.0,0.0
76561198050306319,27,154.88,0.0,0.0
76561198050306523,48,572.64,1.0,2.08
GoodDogRealCheap,121,785.27,2.0,1.65
76561198050314258,43,571.68,0.0,0.0
MATTBOT12,91,405.16,3.0,3.3
76561198050316158,11,71.93,0.0,0.0
76561198050320958,85,828.59,1.0,1.18
thissteamurlisnotinuse,13,160.91,1.0,7.69
76561198050345655,5,41.96,0.0,0.0
76561198050346046,5,69.97,0.0,0.0
76561198050350707,8,14.99,0.0,0.0
Raza-Hassan,44,471.74,0.0,0.0
76561198050351207,24,79.95,1.0,4.17
fuckmittromney,3,9.99,0.0,0.0
AqwBlaze,29,29.979999999999997,0.0,0.0
76561198050354155,135,1641.8799999999999,0.0,0.0
76561198050354792,37,293.84,0.0,0.0
76561198050357396,82,739.52,1.0,1.22
76561198050362170,12,47.96,0.0,0.0
ohhiduuuuur,11,124.91999999999999,0.0,0.0
Sazornight,43,134.9,0.0,0.0
duetime,11,79.96,0.0,0.0
76561198050375231,31,64.93,1.0,3.23
76561198050396475,5,19.99,0.0,0.0
getzuesed,57,678.52,0.0,0.0
Da_UnDeAd121,14,67.94,0.0,0.0
savage_the_hedgehog,221,2314.2799999999997,0.0,0.0
TheMrChrispy,131,1617.97,0.0,0.0
76561198050403073,19,99.94999999999999,1.0,5.26
76561198050403371,30,263.79,0.0,0.0
master_reevo,83,519.94,1.0,1.2
76561198050411102,11,74.95,0.0,0.0
SirBigDickJohnson,118,953.4,1.0,0.85
lobotix,45,280.82,0.0,0.0
SUCKAFOOT,23,235.87,0.0,0.0
76561198050412842,107,1211.15,0.0,0.0
76561198050447707,7,29.98,0.0,0.0
g0dpanther,182,2098.63,2.0,1.1
76561198050450115,12,62.95,0.0,0.0
kamineyyy,303,3221.63,9.0,2.97
76561198050455340,43,606.64,0.0,0.0
aymosh9011,33,188.85,2.0,6.06
76561198050461532,36,297.8,0.0,0.0
GameSnap,70,676.49,0.0,0.0
76561198050462352,98,1454.0,6.0,6.12
76561198050462560,10,64.96,1.0,10.0
sddfg024bzarfgdg,34,212.85999999999999,2.0,5.88
76561198050464628,78,1075.1299999999999,0.0,0.0
76561198050467482,20,114.91,1.0,5.0
hernameisnoelle,58,634.53,0.0,0.0
bison311,9,99.94,0.0,0.0
76561198050473826,2,0.0,0.0,0.0
76561198050492087,23,369.83,0.0,0.0
76561198050493391,4,84.97,0.0,0.0
76561198050494223,28,284.82,2.0,7.14
76561198050495749,46,259.82,0.0,0.0
76561198050496245,21,194.88,0.0,0.0
FallingPotato,214,2457.85,0.0,0.0
TheLetterFive,20,214.93,0.0,0.0
76561198050498299,53,658.67,0.0,0.0
MiddleManWannabe,42,398.72999999999996,0.0,0.0
moltenoxide,128,1410.06,0.0,0.0
76561198050500477,130,1307.95,0.0,0.0
76561198050501947,45,684.7,0.0,0.0
76561198050505665,79,810.52,0.0,0.0
76561198050506383,215,2389.06,2.0,0.93
76561198050506976,24,129.92,0.0,0.0
76561198050507061,2,0.0,0.0,0.0
TPT_,27,202.84,0.0,0.0
76561198050511575,27,367.77,1.0,3.7
76561198050512566,1,0.0,0.0,0.0
76561198050513230,10,134.93,0.0,0.0
76561198050514260,7,59.959999999999994,0.0,0.0
76561198050517181,1,0.0,0.0,0.0
76561198050522610,113,1492.8799999999999,0.0,0.0
76561198050537624,2,9.99,0.0,0.0
76561198050544151,2,14.99,0.0,0.0
sloppycock,33,251.8,0.0,0.0
76561198050547019,32,338.76,0.0,0.0
Leonyx,108,1236.23,1.0,0.93
darkassasin124,41,492.74,0.0,0.0
76561198050552614,2,0.0,0.0,0.0
Lusid0,28,213.8,0.0,0.0
76561198050554380,14,97.92,0.0,0.0
76561198050554761,18,114.92,0.0,0.0
76561198050555327,37,474.71999999999997,0.0,0.0
76561198050557967,74,723.48,1.0,1.35
Jimbobacus,25,274.84,0.0,0.0
76561198050562945,62,744.65,0.0,0.0
ricardojr190,273,1102.55,5.0,1.83
helloanhtung,40,476.72999999999996,0.0,0.0
76561198050565146,40,319.78,0.0,0.0
76561198050570498,25,342.83,0.0,0.0
76561198050571632,6,79.95,0.0,0.0
76561198050572007,1,0.0,0.0,0.0
DUHSAMUEL,223,1771.76,1.0,0.45
76561198050611253,2,4.99,0.0,0.0
lauchlan105,45,509.78,0.0,0.0
76561198050615337,13,72.93,0.0,0.0
Nim22107,79,811.3199999999999,0.0,0.0
hammangad,38,224.84,1.0,2.63
76561198050621573,4,49.97,0.0,0.0
76561198050623010,44,538.7,0.0,0.0
76561198050623087,7,0.0,0.0,0.0
mutherfuckastolemahchicken,67,507.71999999999997,0.0,0.0
76561198050624071,86,831.4,0.0,0.0
76561198050624576,65,1012.4399999999999,0.0,0.0
76561198050625099,7,104.94,0.0,0.0
76561198050626683,1,9.99,0.0,0.0
ringsssofsaturn,12,184.92000000000002,0.0,0.0
DZPD,77,977.35,0.0,0.0
76561198050630673,43,329.71,0.0,0.0
liam3899,22,221.85,0.0,0.0
ITZ3LM0,23,202.88,0.0,0.0
76561198050634450,3,0.0,0.0,0.0
76561198050636684,6,104.95,0.0,0.0
76561198050648566,4,29.98,0.0,0.0
anything2000,2,0.0,0.0,0.0
76561198050657677,12,19.99,0.0,0.0
76561198050658154,105,1028.0,0.0,0.0
rapeosaurusrex,252,3323.83,0.0,0.0
ruibarbosa159,1,0.0,0.0,0.0
76561198050674163,8,240.89000000000001,0.0,0.0
jordanando,65,848.31,0.0,0.0
poggi97,42,455.66999999999996,0.0,0.0
watermelonnnn,35,154.92,0.0,0.0
76561198050680467,12,64.95,0.0,0.0
thisisnick,186,2081.65,1.0,0.54
kay733x,48,492.46999999999997,0.0,0.0
FrenchFriedAbo,11,54.96,0.0,0.0
76561198050723637,33,410.71999999999997,0.0,0.0
rjm8722,23,90.92,0.0,0.0
BurstMyBubble,260,3917.97,0.0,0.0
76561198050729991,99,475.72999999999996,0.0,0.0
76561198050733436,5,78.96000000000001,0.0,0.0
76561198050733648,140,1485.72,0.0,0.0
76561198050733764,10,39.96,0.0,0.0
76561198050734574,1,7.99,0.0,0.0
diamondcrispy,46,406.65999999999997,0.0,0.0
76561198050737708,53,166.89999999999998,0.0,0.0
76561198050742630,31,369.83,1.0,3.23
meikahidenori,120,1204.04,1.0,0.83
vBrowny23,49,594.67,0.0,0.0
76561198050764789,5,13.98,0.0,0.0
Buyaku13,48,339.86,0.0,0.0
flareofsnow,90,1117.26,0.0,0.0
76561198050768633,8,34.96,1.0,12.5
imcuntfuckwitlol,13,49.97,0.0,0.0
76561198050771758,17,119.96000000000001,0.0,0.0
76561198050775878,4,19.99,0.0,0.0
76561198050776206,113,1091.28,0.0,0.0
76561198050778010,46,544.7,1.0,2.17
76561198050779229,12,134.93,0.0,0.0
76561198050780542,12,139.93,1.0,8.33
VENTOOR,200,2690.16,5.0,2.5
76561198050785880,11,85.91,0.0,0.0
76561198050786131,94,644.49,4.0,4.26
76561198050801737,11,79.95,0.0,0.0
ItsFreemann,9,54.96,0.0,0.0
76561198050812421,27,278.83,0.0,0.0
jwjbondi,1,0.0,0.0,0.0
76561198050812633,190,1859.6599999999999,0.0,0.0
76561198050812641,2,4.99,0.0,0.0
76561198050812991,121,1224.11,0.0,0.0
76561198050814267,102,907.52,0.0,0.0
76561198050815303,63,461.73,0.0,0.0
76561198050815499,19,130.88,0.0,0.0
76561198050816127,134,1508.83,0.0,0.0
76561198050820609,85,1093.37,0.0,0.0
76561198050822076,13,124.94,0.0,0.0
76561198050822532,69,319.69,0.0,0.0
Bedickie,28,287.8,0.0,0.0
as1d4asf7,27,34.97,0.0,0.0
76561198050824072,9,49.92,0.0,0.0
TantricSpark,395,4222.6,0.0,0.0
76561198050829360,1,0.0,0.0,0.0
76561198050854825,115,1060.3,1.0,0.87
IamJunu,165,1785.76,0.0,0.0
omgsteambruz,229,2535.25,1.0,0.44
tommysiu,35,159.89,0.0,0.0
76561198050865946,21,180.89,0.0,0.0
jaydo2000,47,255.78,3.0,6.38
androidwins,26,275.58,0.0,0.0
76561198050868982,22,19.98,0.0,0.0
76561198050870368,10,42.97,0.0,0.0
rolexofficial,29,344.81,0.0,0.0
HeroicHuckleberry,3,34.98,0.0,0.0
_glitchy_,100,1132.17,1.0,1.0
STEVEBIGRED,104,1567.97,0.0,0.0
76561198050881092,3,4.99,0.0,0.0
76561198050918349,47,136.35,1.0,2.13
76561198050919897,53,469.68,0.0,0.0
timseco,171,2223.59,0.0,0.0
WhatsTheYams69,39,337.8,1.0,2.56
tommy54945,38,131.9,0.0,0.0
76561198050929364,8,212.87,0.0,0.0
76561198050929921,9,79.92,0.0,0.0
76561198050930777,38,439.77,0.0,0.0
Milo5698,22,84.93,1.0,4.55
rezmwashere,89,899.54,5.0,5.62
76561198050935338,3,29.979999999999997,0.0,0.0
76561198050935746,13,104.94,0.0,0.0
76561198050936655,5,94.94999999999999,0.0,0.0
76561198050943947,1,9.99,0.0,0.0
76561198050944362,3,34.98,0.0,0.0
76561198050944464,10,54.96,0.0,0.0
76561198050945670,11,129.93,0.0,0.0
Khevy,35,199.95000000000002,0.0,0.0
76561198050946869,34,433.71,1.0,2.94
cheeeeselover,29,34.980000000000004,0.0,0.0
truthwillsetyoufree,96,1167.4,0.0,0.0
8767686786456,17,84.93,0.0,0.0
Shadowmonkey76,47,172.87,0.0,0.0
76561198050955313,15,214.9,0.0,0.0
76561198050955540,59,669.56,1.0,1.69
jak1245,3,39.97,0.0,0.0
76561198050961163,1,0.0,0.0,0.0
76561198050997258,6,0.0,0.0,0.0
huezeraxxt,31,205.89999999999998,0.0,0.0
Cichol,1,0.0,0.0,0.0
macroissant,73,1108.1299999999999,1.0,1.37
76561198051013415,93,1184.4099999999999,1.0,1.08
76561198051013713,7,69.95,0.0,0.0
76561198051018254,123,1808.82,0.0,0.0
76561198051020988,14,189.92,0.0,0.0
76561198051023550,12,119.94,0.0,0.0
Jamnrules,12,120.89,0.0,0.0
76561198051028248,97,1180.21,5.0,5.15
scottman_95,65,707.53,0.0,0.0
_-GSM-_,12,104.95,0.0,0.0
76561198051034486,1,9.99,0.0,0.0
76561198051072409,4,24.979999999999997,0.0,0.0
76561198051077404,11,54.96,0.0,0.0
76561198051079049,19,173.88,0.0,0.0
Radunco,95,1230.41,0.0,0.0
ts2fe1,13,99.92,0.0,0.0
curyy,19,284.88,0.0,0.0
mzil,20,229.88,0.0,0.0
MrRugMan,247,2545.52,1.0,0.4
chinaye,121,1454.76,0.0,0.0
76561198051096646,93,782.4499999999999,0.0,0.0
76561198051102226,1,0.0,0.0,0.0
76561198051138227,2,9.99,0.0,0.0
76561198051141751,33,399.8,0.0,0.0
brink31,137,1308.31,0.0,0.0
76561198051144535,25,249.82999999999998,0.0,0.0
76561198051145318,1,0.0,0.0,0.0
76561198051147812,18,19.97,1.0,5.56
76561198051150296,78,1105.44,0.0,0.0
76561198051152852,42,654.66,0.0,0.0
Starkbark,100,906.38,0.0,0.0
76561198051155514,6,44.97,0.0,0.0
